COURSE CODE,COURSE TITLE,MAJOR(S) REQUIRED,REQUIRED OPTIONS,DIVISION,PROGRAM,CREDIT HOURS,SOURCE OF CLOs,DATE OF UPDATED RECORDED CLOs,,,TIL,SQL,INQ,ANL,INT,CRE,COM,COL,GCU,DEI,INFO LIT,SCI LIT,TECH LIT,QUANT LIT
GPR-250,Game Architecture,GPRO,GDES,ITS,GPRO,3,,,,,3,2,1,3,2,0,1,2,0,,,,,
GPR-300,Inter Graphics & Anim Prog,GPRO,,ITS,GPRO,3,,,,,3,2,3,3,0,0,2,0,0,0,,,,
GPR-340,AI for Games,GPRO,,ITS,GPRO,3,,,,,3,2,1,2,1,0,0,1,0,,,,,
GPR-350,Game Physics,GPRO,,ITS,GPRO,3,,,,,3,3,2,3,0,0,0,0,0,,,,,
GPR-420,Console Programming,,,ITS,GPRO,3,,,,,3,0,1,1,0,0,3,0,0,,,,,
GPR-430,Networking for Online Games,GPRO,,ITS,GPRO,3,,,,,3,0,0,2,0,0,0,0,0,,,,,
GPR-440,Advanced AI for Games,,,ITS,GPRO,3,,FA 19,,,,,,,,,,,,,,,,
GPR-450,Adv Animation Prog,,,ITS,GPRO,3,,,,,,,,,,,,,,,,,,
GPR-460,Game Engine Design & Impl,,,ITS,GPRO,3,,,,,,,,,,,,,,,,,,
GPR-470,Game Programmer's Portfolio,GPRO,,ITS,GPRO,3,,SP 23,,,2,0,2,1,1,3,2,1,0,0,,,,
HIS-110,American History I,,,,,3,,,,,,,,,,,,,,,,,,
INN-100,,,,CCM,INAR,,,NEW COURSE,,,0,0,0,0,0,0,0,0,0,0,,,,
INN-110,Intro. Interactive Narrative,,,CCM,INN,3,,,,,,,,,,,,,,,,,,
INN-200,,,GDES,CCM,INAR,,Recent Syllabi,,,,3,1,3,3,2,3,3,1,1,2,,,,
INN-300,,,GDES,CCM,INAR,,Recent Syllabi,,,,3,1,3,3,2,3,3,1,1,2,,,,
INN-400,,,,CCM,INAR,,,NEW COURSE,,,0,0,0,0,0,0,0,0,0,0,,,,
INN-420,,,,CCM,INAR,,,NEW COURSE,,,0,0,0,0,0,0,0,0,0,0,,,,
INT-115,Exploring International Bus,,,SSB,IBUS,1,curriculum,spring 2016,,,0,0,2,3,2,0,0,0,3,,,,,
INT-210,Global Business Strategy,,,SSB,IBUS,3,Recent Syllabi,spring 2016,,,0,0,1,2,1,0,1,1,2,,,,,
INT-230,Import/Export,,,SSB,IBUS,3,Syllabus,1/1/2016,,,0,0,0,3,3,2,1,0,2,,,,,
INT-260,International Marketing,,,SSB,IBUS,3,Syllabus,9/1/2015,,,0,0,1,2,1,3,2,2,3,,,,,
INT-320,International Finance & Trade,FINA,,SSB,IBUS,3,Syllabus,1/1/2016,,,0,2,3,3,3,0,0,0,2,,,,,
INT-330,International Relations,,,SSB,IBUS,3,Syllabus,1/1/2016,,,0,0,2,2,3,2,3,0,3,,,,,
INT-362,Global Competitive Intelligence,,,SSB,IBUS,3,Syllabus,1/1/2016,,,3,3,2,3,2,1,2,0,2,,,,,
INT-490,International Business Internship,,,SSB,IBUS,3,Syllabus,9/1/2015,,,0,0,3,2,2,0,3,0,2,,,,,
INV-210,Creativity & Innov. in Bus.,,,SSB,MGTI,3,Recent Syllabi,spring 2016,,,1,0,1,1,2,3,1,1,0,,,,,
INV-310,Strat Mgmt Innovation & Tech,,,SSB,MGTI,3,Recent Syllabi,"spring 2016, New Aug 2019",,,3,0,2,2,2,0,1,3,2,,,,,
INV-410,Designing Innov. Orgs.,,,SSB,MGTI,3,Recent Syllabi,"spring 2016, New Aug 2019",,,0,0,3,1,2,3,1,3,1,,,,,
ITS-192,ITS Internship I,,,ITS,GPRO,2,,FA 18,,,1,0,1,1,1,1,2,2,0,,,,,
ITS-292,ITS Internship II,,,ITS,GPRO,2,,FA 18,,,2,0,2,1,2,1,2,2,0,,,,,
IXD-100,Interaction Design I,"IXDS, INAR",,CCM,IXDS,3,Recent Syllabi,,,,1,0,0,1,0,1,1,0,0,0,,,,
IXD-150,,,,CCM,IXDS,,,,,,0,1,1,0,1,2,1,1,1,1,,,,
IXD-200,Aesthetic Interactions,"IXDS, INAR",GMRT,CCM,IXDS,3,Recent Syllabi,,,,1,0,1,1,1,2,1,2,1,1,,,,
IXD-201,Applied Interactions,,,ITS,IXDS,3,,SP 23,,,3,0,2,1,3,2,2,0,0,2,,,,
IXD-340,User Research PLACEHOLDER,IXDS,,CCM,IXDS,3,,,,,3,3,3,3,2,0,2,1,2,3,,,,
IXD-350,Interaction Design Production,IXDS,,CCM,IXDS,3,Recent Syllabi,,,,2,1,1,1,2,3,3,3,1,1,,,,
IXD-353,Seminar in Interaction Design,IXDS,,CCM,IXDS,3,,,,,2,0,2,2,3,1,1,0,1,2,,,,
IXD-399,Sonic Circuits,,,,IXDS,3,,,,,,,,,,,,,,,,,,
IXD-440,Design Thinking PLACEHOLDER,IXDS,,CCM,IXDS,3,,,,,2,2,3,3,3,1,3,3,3,3,,,,
IXD-450,Design for SI PLACEHOLDER,IXDS,,CCM,IXDS,3,,,,,1,1,3,1,2,3,3,3,3,3,,,,
IXD-451,Studio I PLACEHOLDER,IXDS,,CCM,IXDS,3,,,,,0,0,0,0,0,3,2,0,1,0,,,,
IXD-452,Studio II Placeholder,IXDS,,CCM,IXDS,3,,,,,0,0,0,0,0,3,2,0,1,0,,,,
LAN-140,Japanese I,,,,,3,,,,,,,,,,,,,,,,,,
LAN-240,Japanese II,,,,,3,,,,,,,,,,,,,,,,,,
LAN-340,Japanese III,,,,,3,,,,,,,,,,,,,,,,,,
LEG-100,American National Government,LAW,,SOI,LAW,3,Recent Syllabi,03/01/2012,,,1,,,1,,2,3,,,,,,,
LEG-110,Introduction to Law,LAW,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-120,Business Law,"ACCT, BSBA, FINA, GMBP, GMPG",MKTG,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-140,Criminal Law,,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-160,Contracts,LAW,,SOI,LAW,3,,FA 18,,,,,,,,,,,,,,,,
LEG-170,Torts,LAW,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-210,Civil Procedure I,LAW,,SOI,LAW,3,,New 1/28/2020,,,1,0,2,3,0,0,2,3,1,1,,,,
LEG-211,Civil Procedure II,,,SOI,LAW,3,,FA 20,,,1,0,2,3,0,0,3,3,1,1,,,,
LEG-240,Legal Research & Writing I,LAW,,SOI,LAW,3,,FA 18,,,,,,,,,,,,,,,,
LEG-241,Legal Research & Writing II,,,SOI,LAW,3,,SP 19,,,3,1,3,3,3,2,3,2,1,,,,,
LEG-260,Family Law,,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-270,Property Law,LAW,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-310,"Wills, Trusts & Estates",LAW,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-360,Environmental Law,,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-370,Evidence,LAW,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-390,Law Externship,LAW,,SOI,LAW,3,,New 1/28/2020,,,3,0,3,3,3,3,3,1,2,3,,,,
LEG-410,US Constitutional Law,LAW,,SOI,LAW,3,,,,,,,,,,,,,,,,,,
LEG-480,Law in Context Seminar,LAW,,SOI,LAW,3,,21,,,3,0,3,3,3,0,3,0,3,1,,,,
MGT-140,Intro to Game Develop. Mgmt,GMPG,,SSB,GMPG,3,College Approved,"fall 2016, New Dec 2016",,,3,0,1,1,1,1,3,3,1,,,,,
MGT-150,Exploring Analytics,"ACCT, BSBA, DHMS, GMPG, MKTG, MKCM",,CCM,MKCM,3,Recent Syllabi,,,,2,3,1,1,0,0,2,3,0,0,,,,
MGT-210,Catalyzing Positive Organizational Behavior ,,,SSB,BUSA,3,,FA 23,,,,,2,1,2,2,2,3,1,2,1,1,0,0
MGT-210BSBA,Catalyze Positive Org Behavio,,,SSB,BSBA,3,Recent Syllabi,"spring 2016, New Apr 2023",,,1,0,2,1,2,2,2,3,1,2,1,1,0,0
MGT-210GMPG,Catalyze Positive Org Behavio,,,SSB,GMPG,3,Recent Syllabi,spring 2016,,,1,0,2,1,1,0,2,1,0,,,,,
MGT-250,Introduction to Business Analytics,,,SSB,BUSA,3,,SP 20,,,3,3,2,3,1,1,2,1,0,,,,,
MGT-260,Project Mgmt & Team Leadership,"BSBA, MKTG",,SSB,GMPG,3,Recent Syllabi,fall 2016,,,0,0,3,2,0,0,0,3,0,,,,,
MGT-265,Information Systems for Mgmt,FINA,,SSB,BUS,3,Recent Syllabi,fall 2016,,,0,2,1,1,1,0,0,0,0,,,,,
MGT-270,Business of Entrepreneurship,,,SSB,,3,,FA 17,,,2,1,3,1,3,1,3,3,1,,,,,
MGT-290,Business Career Internship,,,SSB,BSBA,3,,,,,,,,,,,,,,,,,,
MGT-315,Positive Organization Development,,,SSB,MGTI,3,Recent Syllabi,spring 2018,,,0,0,3,1,2,2,3,0,0,,,,,
MGT-320,Product/Operation Management,FINA,,SSB,MGTI,3,Recent Syllabi,spring 2016,,,2,2,1,2,2,0,0,1,1,,,,,
MGT-330,HRM I:Talent/Plng/Acquisition,,,SSB,BSBA,3,Recent Syllabi,spring 2016,,,1,0,2,2,2,0,1,0,,,,,,
MGT-331,HRM II:Talent/Dev & Retention,,,SSB,,3,,,,,,,,,,,,,,,,,,
MGT-365,Entrepreneurship: New Venture,,,SSB,,3,,FA 20,,,1,0,3,1,3,3,2,0,0,0,,,,
MGT-390,Advanced Business Internship,"BSBA, GMPG",,SSB,GMPG,3,Syllabus,9/1/2015,,,0,0,3,2,2,0,3,0,2,,,,,
MGT-411A,Bootstrapping & Adv. Business Planning,,,SSB,BUSA,1,,,,,,,,,,,,,,,,,,
MGT-411B,Franchising Seminar,,,SSB,BUSA,1,,,,,,,,,,,,,,,,,,
MGT-411C,"Funding the Venture: Loan,Angels, & VC",,,SSB,BUSA,1,,,,,,,,,,,,,,,,,,
MGT-425,Problem Analysis/Decision Mkg.,,"BSBA, FINA",SSB,BSBA,3,Recent Syllabi,spring 2016,,,1,3,2,3,1,1,1,1,,,,,,
MGT-460,Business Policy/Strategic Mgt,FINA,BSBA,SSB,MGTI,3,College Approved,spring 2016,,,1,2,2,3,3,0,1,2,1,,,,,
MKT-110,Introduction to Marketing,MKCM,,CCM,MKCM,3,,"2/23/2021, New Mar 2023",,,1,0,1,1,3,2,3,2,2,2,,,,
MKT-111,Exploring Marketing I,MKTG,,SSB,MKTG,1,Recent Syllabi,"3/24/2021, New Mar 2023",,,0,0,0,0,1,1,1,0,0,1,,,,
MKT-112,Exploring Marketing II,MKTG,,SSB,MKTG,1,Recent Syllabi,"3/24/2021, New Mar 2023",,,1,0,0,0,2,1,2,0,0,1,,,,
MKT-210MKCM,Consumer Behavior,MKCM,,CCM,MKCM,3,Recent Syllabi,"7/14/2016, New Mar 2023",,,0,0,1,1,0,2,1,2,3,2,,,,
MKT-210MKTG,Consumer Behavior,"GMPG, MKTG",,SSB,MKTG,3,College Approved,3/24/2021,,,0,0,1,3,3,2,2,2,2,2,,,,
MKT-250MKCM,Intro. to Digital Marketing,MKCM,,CCM,MKCM,3,Recent Syllabi,,,,3,2,0,2,3,1,3,2,1,1,,,,
MKT-250MKTG,Intro. to Digital Marketing,MKTG,,SSB,MKTG,3,Recent Syllabi,"3/24/2021, New Mar 2023",,,3,1,1,2,2,1,3,2,1,1,,,,
MKT-255,Marketing Research,MKTG,,SSB,MKTG,3,College Approved,3/24/2021,,,2,3,3,3,2,0,2,1,1,1,,,,
MKT-270MKCM,Integrated Marketing Comm.,MKCM,,CCM,MKCM,3,College Approved,10/22/2018,,,2,0,0,2,3,3,3,1,1,2,,,,
MKT-270MKTG,Integrated Marketing Comm.,MKTG,,SSB,MKTG,3,College Approved,3/24/2021,,,3,1,1,1,2,2,3,1,2,2,,,,
MKT-280,Activist Marketing,,,SSB,,3,,SP 22,,,0,0,1,0,3,2,3,1,2,2,,,,
MKT-290,Marketing Internship,MKTG,,SSB,MKTG,3,College Approved,3/24/2021,,,1,1,1,1,3,1,1,1,1,1,,,,
MKT-340,Nonprofit and Social Marketing,,,SSB,,3,,FA 22,,,1,0,1,1,3,2,3,2,2,3,,,,
MKT-355,Digital Marketing Analytics,DATA,,SSB,,3,,FA 22,,,3,2,3,3,2,0,3,1,0,1,,,,
MKT-430,Strategic Community Mgt.,MKCM,,CCM,MKCM,3,College Approved,1/27/2012,,,3,1,2,3,3,3,3,3,2,2,,,,
MKT-450MKCM,Current Topics in Marketing,MKCM,,CCM,MKCM,3,Recent Syllabi,1/25/2021,,,0,0,2,2,3,3,3,0,2,2,,,,
MKT-450MKTG,Current Topics in Marketing,MKTG,,SSB,MKTG,3,Recent Syllabi,3/24/2021,,,2,0,2,2,3,3,3,0,2,3,,,,
MKT-490,Advanced Marketing Internship,,,SSB,,4,,,,,,,,,,,,,,,,,,
MTH-115,Math for ProbSolv/DecMaking,,"CRCJ, PSYC, PWRT",ITS,MATH,3,,FA 22,,,1,3,2,3,2,1,2,1,1,2,,,,
MTH-125,Precalculus,,APDV,ITS,MATH,3,,FA 18,,,1,3,1,3,0,0,1,0,0,,,,,
MTH-130,Fundamentals of Calculus,,,ITS,MATH,3,,FA 22,,,,,,,,,,,,,,,,
MTH-180,"Statistics, Introduction to","ACCT, ASUS, BSBA, DIGF, CNCS, DATA, FINA, GMBP, GMPG, IXDS, LAW, MKTG, MKCM","CRCJ, GDES, PSYC",CCM,IXDS,3,Recent Syllabi,,,,,3,0,1,0,0,0,0,0,0,,,,
MTH-230,Calculus I,"MATH, CSIN, GPRO",APDV,ITS,MATH,3,College-approved curriculum,,,,2,3,0,1,1,0,1,0,0,0,,,,
MTH-240,Calculus II,MATH,GDES,ITS,MATH,3,Recent Syllabi,,,,2,3,0,1,1,0,1,0,0,0,,,,
MTH-250,"Matrices, Vectors, and 3D Math",GPRO,,ITS,MATH,3,College-approved curriculum,,,,3,3,0,1,1,0,1,0,0,0,,,,
MTH-270,Discrete Mathematics,"MATH, CSIN, GPRO, APDV",,ITS,MATH,3,Recent Syllabi,,,,1,3,0,3,2,0,2,0,0,0,,,,
MTH-275,Mathematical Cryptography,,,ITS,MATH,3,College-approved curriculum,,,,1,3,0,1,1,0,1,0,0,0,,,,
MTH-280,Applied Statistics,DATA,FINA,ITS,MATH,3,,,,,3,3,3,2,2,0,3,2,1,1,,,,
MTH-305,History of Mathematics,,,ITS,MATH,3,,,,,0,3,2,1,1,0,1,0,1,1,,,,
MTH-310,Linear Algebra,MATH,,ITS,MATH,3,Recent Syllabi,,,,2,3,0,1,1,0,1,0,0,0,,,,
MTH-315,Survey of Geometries,,,ITS,MATH,3,,,,,1,3,0,1,1,0,1,0,0,0,,,,
MTH-340,Vector Calculus,MATH,,ITS,MATH,3,College-approved curriculum,,,,1,3,0,1,1,0,1,0,0,0,,,,
MTH-350,Numerical Methods,,,ITS,MATH,3,College-approved curriculum,,,,1,3,0,1,1,0,1,0,0,0,,,,
MTH-380,Probability and Statistics,MATH,,ITS,MATH,3,,,,,1,3,1,1,2,0,1,0,0,0,,,,
MTH-400,Advanced Topics in Math,,,ITS,MATH,3,,FA 22,,,1,3,1,3,1,0,1,1,1,2,,,,
MTH-480,,,,ITS,MATH,,,,,,2,3,3,2,2,0,3,0,0,0,,,,
NET-120,Computers and Telecommunications,,,ITS,CNCS,3,,,,,,,,,,,,,,,,,,
NET-150,Network Fundamentals,DIGF,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,0,2,0,2,0,1,1,0,2,0,,,,
NET-215,Network Protocols,CNCS,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,2,0,1,2,3,0,2,0,1,0,,,,
NET-330,Network Design,CNCS,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,1,0,3,3,3,2,2,3,0,0,,,,
NET-480,Advanced Topics in Networking,,CNCS,ITS,MATH,3,,FA 18,,,3,1,3,2,3,2,2,0,0,,,,,
NET-490,Internship,,,ITS,CNCS,3,,,,,,,,,,,,,,,,,,
PSY-100,"Psychology, Introduction to","ASUS, PSYC",,SOI,PSYC,3,Recent Syllabi, Fall 2016,,,0,0,3,3,2,1,2,1,0,0,,,,
PSY-105,The Learning Curve,,,SOI,PSYC,3,College-approved curriculum,Spring 2012,,,3,0,2,1,1,1,0,3,0,0,,,,
PSY-110,"Applied Psychology, Introduction to",,,SOI,PSYC,3,Recent Syllabi,Fall 2016,,,3,0,3,2,2,0,2,2,3,0,,,,
PSY-115,CollegeCornerstone:Psychology,PSYC,,SOI,PSYC,3,,FA 21,,,3,0,1,1,1,1,1,2,1,1,,,,
PSY-125,Child & Adol Psych,EDUC,,SOI,PSYC,3,,FA 21,,,0,0,0,3,3,2,2,2,1,2,,,,
PSY-180,Positive Psychology,,,SOI,PSYC,3,Recent Syllabi,Spring 2016,,,0,0,3,3,2,1,1,1,1,0,,,,
PSY-185,Mindcraft: Psych of Wellbeing,PSYC,,SOI,PSYC,3,,FA 20,,,0,0,3,0,3,0,0,0,1,0,,,,
PSY-200,App Psy: Theory to Analyses,PSYC,,SOI,PSYC,3,,SP 23,,,0,3,2,3,1,0,0,1,0,1,,,,
PSY-201,Research Methods & Analysis I,PSYC,,SOI,PSYC,3,College-approved curriculum,Fall 2016,,,1,3,2,2,1,2,1,3,0,0,,,,
PSY-202,Research Methods & Analysis II,PSYC,,SOI,PSYC,3,College-approved curriculum,Spring 2016,,,2,3,2,3,2,3,2,3,1,0,,,,
PSY-205,Abnormal Psychology,PSYC,,SOI,PSYC,3,Recent Syllabi,Fall 2016,,,0,0,2,3,3,1,3,0,1,0,,,,
PSY-210IXDS,Cognitive Psychology,IXDS,,CCM,IXDS,3,Recent Syllabi,,,,1,2,1,1,0,0,1,0,0,0,,,,
PSY-210PSYC,Cognitive Psychology,PSYC,,SOI,PSYC,3,Recent Syllabi,Spring 2016,,,1,0,3,3,2,1,0,0,0,0,,,,
PSY-220,Developmental Psychology,PSYC,,SOI,PSYC,3,Recent Syllabi,Spring,,,1,0,3,2,3,0,3,2,0,0,,,,
PSY-240,Social Psychology,PSYC,,SOI,PSYC,3,College-approved curriculum,Spring 2016,,,0,0,3,2,3,1,2,0,1,0,,,,
PSY-290,Career Internship I,PSYC,,SOI,PSYC,2,,SP 23,,,1,0,2,0,0,1,3,2,0,1,,,,
PSY-305,Psychology and Music,,,SOI,PSYC,3,College-approved curriculum,Spring 2016,,,0,2,1,2,3,3,0,0,0,0,,,,
PSY-310,Attachment and Close Relationships,,,SOI,PSYC,3,College-approved curriculum,Spring 2012,,,0,1,2,3,3,0,1,1,0,0,,,,
PSY-320,Personality Theories,,,SOI,PSYC,3,College-approved curriculum,Fall 2011,,,0,1,2,3,3,0,1,0,0,0,,,,
PSY-330,Psychology and Law,,,SOI,PSYC,3,College-approved curriculum,Spring 2012,,,0,0,3,2,3,1,3,0,1,0,,,,
PSY-340,Behavioral Neuroscience,PSYC,,SOI,PSYC,4,College-approved curriculum,"Spring 2014, New Mar 2023",,,0,3,2,3,1,0,1,0,0,1,,,,
PSY-350,Sports Psychology,,,SOI,PSYC,3,College-approved curriculum,Spring 2013,,,0,0,2,3,3,3,1,0,1,0,,,,
PSY-360,Media Psychology,,,SOI,PSYC,3,College-approved curriculum,Spring 2013,,,1,0,1,3,3,1,1,1,1,0,,,,
PSY-370,Health Psychology,,,SOI,PSYC,3,College-approved curriculum,Spring 2013,,,0,0,2,1,3,2,1,2,3,0,,,,
PSY-380,Multicultural Psychology,,,SOI,PSYC,3,College-approved curriculum,Spring 2015,,,1,0,1,3,3,2,1,0,3,0,,,,
PSY-395,Advanced Research Internship I,,,SOI,PSYC,3,College-approved curriculum,Fall 2014,,,3,1,1,1,3,3,2,0,0,0,,,,
PSY-396,Advanced Research Internship II,,,SOI,PSYC,3,College-approved curriculum,Fall 2014,,,1,3,1,1,3,3,2,0,0,0,,,,
PSY-400,Career Launch Senior Seminar,,,SOI,PSYC,3,,,,,,,,,,,,,,,,,,
PSY-405,Music for Health and Wellbeing,,,SOI,PSYC,3,,SP 22,,,0,0,2,3,0,3,0,0,0,1,,,,
PSY-420,Applied Psychology: Forensic Science,,,SOI,PSYC,3,College-approved curriculum,Spring 2016,,,0,0,1,1,3,3,0,2,3,0,,,,
PSY-430,Healthy Aging,,,SOI,PSYC,3,College-approved curriculum,Fall 2014,,,0,0,3,2,3,3,0,2,2,2,,,,
PSY-450,Counseling Skills,,,SOI,PSYC,3,Recent Syllabi,"Spring 2016, New Mar 2023",,,0,0,3,3,2,1,3,2,2,1,,,,
PSY-460,Applied Psych.:Healthy Organizations,,,SOI,PSYC,3,Recent Syllabi,Fall 2015,,,0,0,3,2,3,3,0,1,2,0,,,,
PSY-490,Applied Psych Internship I,PSYC,,SOI,PSYC,3,Recent Syllabi,Fall 2016,,,0,0,2,1,3,1,1,3,2,0,,,,
PSY-491,Applied Psych Internship II,,,SOI,PSYC,3,Recent Syllabi,Spring 2016,,,0,0,2,1,3,1,1,3,2,0,,,,
SCI-115,"Human Biology, Introduction to","DATA, PSYC",SOWK,ITS,,4,,,,,,,,,,,,,,,,,,
SCI-140,Nutrition & Fitness/Biology of,,SOWK,ITS,,4,,,,,,,,,,,,,,,,,,
SCI-150,Environmental Earth Sciences,ASUS,,ITS,,4,,FA 22,,,1,3,0,2,0,0,0,0,0,0,,,,
SCI-170,"Forensic Science, Intro to","DIGF, CRCJ",,ITS,,4,,FA 22,,,1,3,1,2,0,0,0,0,0,0,,,,
SCI-210,Foundations of Ecology,,,ITS,,4,,,,,,,,,,,,,,,,,,
SCI-250,Physics I,GPRO,,ITS,,4,,,,,,,,,,,,,,,,,,
SCI-310,Adv Environmental Earth Science,,,ITS,,3,,FA 19,,,,,,,,,,,,,,,,
SEC-110,Cybersecurity Fundamentals,CNCS,CRCJ,ITS,CNCS,3,,FA 22,,,1,0,1,1,0,0,1,1,2,0,,,,
SEC-250,Computer & Network Security,"DIGF, CNCS",,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,2,0,0,3,2,0,2,2,0,1,1,0,2,0
SEC-260,Web and Applications Security,CNCS,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,1,0,2,3,2,0,2,1,0,0,,,,
SEC-300,Special Topic:Wireless &Cyber,,,ITS,CNCS,1,,FA 20,,,1,1,1,2,1,0,0,0,0,0,,,,
SEC-335,Eth. Hacking & Pen. Testing,,,ITS,CNCS,3,,,,,,,,,,,,,,,,,,
SEC-345,Information Assurance,,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,1,1,3,2,3,2,2,2,2,2,,,,
SEC-350,Network & Security Controls,CNCS,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,0,0,3,3,3,3,2,1,0,0,,,,
SEC-440,Systems Security,,,ITS,CNCS,3,,,,,,,,,,,,,,,,,,
SEC-480,Adv Topics in Cyber Security,,CNCS,ITS,CNCS,3,,FA 18,,,3,1,3,2,3,2,2,0,0,,,,,
SON-101,Sound Studio Production,GMSD,,CCM,GMSD,3,College-approved curriculum,,,,2,0,0,2,0,2,1,1,0,1,,,,
SON-120,Fundamentals of Digital Music,GMSD,BRMP,CCM,GMSD,3,College-approved curriculum,,,,2,2,1,1,0,3,3,1,2,2,,,,
SON-131,History of Musical Innovation,GMSD,,CCM,GMSD,3,Recent Syllabi,,,,0,0,2,3,1,1,3,1,3,2,,,,
SON-165,"Business of Music, the",GMSD,,CCM,GMSD,3,Recent Syllabi,,,,0,0,1,2,2,2,3,0,3,3,,,,
SON-200,Game Sound Design I,GMSD,,CCM,GMSD,3,College-approved curriculum,,,,2,0,2,3,2,3,3,3,0,0,,,,
SON-282,Synthesis and Sound Design,GMSD,,CCM,GMSD,3,College-approved curriculum,,,,3,1,1,3,2,3,3,1,3,3,,,,
SON-300,Game Sound Design II,GMSD,,CCM,GMSD,3,College-approved curriculum,,,,3,2,0,0,1,2,3,3,0,0,,,,
SON-340,Film Scoring,,,CCM,GMSD,3,,,,,,,,,,,,,,,,,,
SON-350,Sound Design/Interact.& Games,,,CCM,GMSD,3,,,,,,,,,,,,,,,,,,
SON-410,Portfolio in Game Sound Design,GMSD,,CCM,GMSD,3,College-approved curriculum,,,,0,0,2,3,3,3,3,3,2,2,,,,
SWK-100,"Social Work, Introduction to",SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,3,1,1,0,2,1,2,,,,,
SWK-130,"Disability: Rights, Identity and History",,,SOI,SOWK,1,Recent Syllabi,"Spring 2015, New Oct 2019",,,1,0,2,1,2,0,1,1,3,3,,,,
SWK-140,Survey of Community Agencies,SOWK,,SOI,SOWK,3,Recent Syllabi,"Spring 2015, New Oct 2019",,,0,1,1,1,2,0,3,1,3,2,,,,
SWK-141,Community Experience,,,SOI,SOWK,1,,,,,,,,,,,,,,,,,,
SWK-150,Technology for Change,,,SOI,SOWK,1,,SP 20,,,,,,,,,,,2,1,,,,
SWK-210,Addiction Abuse Studies,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,1,1,1,0,1,0,2,,,,,
SWK-220,Human Life Span Development,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,1,1,2,0,1,0,2,,,,,
SWK-230,Intro to LGBTQ Studies,,,SOI,SOWK,3,,,,,,,,,,,,,,,,,,
SWK-235,Human Behav: Person-in-Envir.,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,1,0,2,2,3,0,2,0,2,,,,,
SWK-240,Family Violence,,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,2,2,2,0,1,0,1,,,,,
SWK-250,Intro to Antiracist Practice,CRCJ,,SOI,SOWK,3,,SP 21,,,1,0,3,2,2,0,2,3,3,3,,,,
SWK-255,Studies in Soc Just: Poverty,SOWK,,SOI,SOWK,3,,FA 18,,,,,,,,,,,,,,,,
SWK-280,Research Methods Social Work,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,3,3,3,3,3,0,2,0,1,,,,,
SWK-300,Policy Pract.:Local to Global,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,3,1,3,3,3,0,3,1,2,,,,,
SWK-305,SJ: Oppression & Empowerment,"CRCJ, SOWK",,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,2,2,2,0,3,0,3,,,,,
SWK-310,Generalist Practice I,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,1,1,3,1,3,1,2,,,,,
SWK-315,Generalist Practice II,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,1,2,2,2,3,0,1,0,1,,,,,
SWK-340,Counseling Interventions,,,SOI,SOWK,3,,SP 23,,,,,2,2,2,0,3,1,3,3,0,0,0,0
SWK-410,Social Work Practice with Older Adults,,,SOI,SOWK,3,Recent Syllabi,"Spring 2015, New Feb 2023",,,1,0,1,2,2,0,1,1,2,3,,,,
SWK-430,Rural Social Work Practice,,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,2,2,2,0,1,2,2,,,,,
SWK-450,"Social Work Practice, Adv.",,,SOI,SOWK,3,,SP 23,,,,,2,3,3,0,2,2,2,2,2,1,1,0
SWK-470,Global Social Action,SOWK,,SOI,SOWK,3,Recent Syllabi,Spring 2015,,,0,0,2,2,2,0,1,0,3,,,,,
SWK-490,Social Wk Field Experience I,SOWK,,SOI,SOWK,4,Recent Syllabi,Spring 2015,,,0,1,3,3,3,0,2,1,0,,,,,
